127,Species,Gender,Colour,Different legs?,Leg colour,Missing track,Organic,Name tag,Flippy shirt
124,Dog,M,Sea green,N,,Trap,Throw,Poetic,N
71,Duck,F,Aqua,N,,Trap,None,None,N
98,Bear,M,Ice blue,Y,Brown,Lure,Sound,Practical,Y
109,Cat,F,Crimson,N,,Drop,Toon-up,Poetic,N
133,Rabbit,F,Tan,N,,Drop,Sound,Western,N
108,Deer,F,Emerald,N,,Drop,None,None,N
127,Rabbit,M,Tan,N,,Trap,Throw,Zany,N
88,Cat,F,Coral,N,,Trap,None,Poetic,N
136,Crocodile,M,Lime green,N,,Drop,Throw,None,N
111,Cat,F,Ice blue,N,,Trap,None,Toonfest,N
131,Rabbit,F,Orange,N,,Lure,Squirt,Wonky,Y
127,Bear,F,Citrine,N,,Drop,Trap,Boardwalk,N
99,Mouse,F,Rose pink,N,,Trap,Sound,None,N
134,Duck,M,Brown,Y,Beige,Drop,Sound,Practical,N
106,Cat,F,Steel blue,N,,Trap,None,Boardwalk,N
96,Mouse,F,Slate blue,N,,Sound,Lure,None,N
64,Cat,F,Brown,N,,Trap,None,Member,N
84,Dog,M,Bubblegum,N,,Trap,None,Shivering,N
108,Duck,F,Pink,N,,Drop,Lure,Poetic,N
87,Cat,F,Peach,N,,Drop,Throw,None,N
105,Duck,M,Light blue,N,,Drop,Throw,Shivering,N
105,Cat,M,Ice blue,Y,Red,Trap,None,Silly,N
102,Dog,M,Light blue,N,,Toon-up ,None,None,N
128,Duck,M,Royal blue,N,,Toon-up,Throw,Western,N
107,Deer,F,Coral,N,,Trap,Lure,Member,N
115,Duck,M,Aqua,N,,Trap,Throw,Shivering,N
108,Duck,F,Peach,N,,Trap,Throw,Poetic,N
122,Rabbit,M,Bright red,N,,Trap,Lure,Member ,N
97,Dog,F,Steel blue,N,,Trap,None,Boardwalk,N
104,Dog,M,Brown,N,,Trap,Lure,None,N
95,Deer,F,Light blue,N,,Trap,None,None,N
104,Mouse,M,Emerald,N,,Drop,Lure,Member,N
87,Cat,F,Peach,N,,Drop,Throw,None,N
86,Cat,M,Crimson,N,,Drop,None,None,N
112,Dog,M,Sea green,N,,Toon-up,Throw,? took pic,N
103,Deer,F,Bubblegum,N,,Trap,None,Wonky,N
84,Cat,M,Rose pink,N,,Drop,None,None,N
93,Duck,F,Citrine,N,,Trap,Lure,None,N
102,Mouse,M,Green,N,,Trap,None,Shivering,N
99,Cat,F,Light blue,Y,Blue,Drop,Throw,None,N
120,Dog,M,Steel blue,N,,Toon-up,Throw,Action,N
104,Crocodile,M,Lime green,N,,Drop,Trap,Shivering,N
92,Cat,F,Black,N,,Drop,None,None,N
84,Monkey,M,Purple,N,,Trap,None,None,N
105,Dog,M,Brown,N,,Toon-up,None,Boardwalk,N
110,Mouse,F,Aqua,N,,Drop,Sound,None,N
115,Cat,F,Periwinkle,N,,Trap,Throw,Member,N
65,Cat,M,Orange,N,,Drop,None,None,N
81,Deer,F,Sienna,N,,Lure,None,None,N
81,Duck,M,Toonfest blue,N,,Trap,None,Spooky,N
73,Crocodile,M,Crimson,Y,Royal blue,took pic,,,N
82,Pig,F,Tan,N,,Trap,None,None,N
119,Duck,M,Beige,Y,Crimson,Drop,Sound,Poetic,N
102,Cat,F,Ice blue,N,,Trap,None,None,N
106,Mouse,M,Yellow,N,,Trap,Throw,Poetic,N
78,Horse,F,Crimson,N,,Drop,None,None,N
115,Cat,F,Green,N,,Drop,Throw,Boardwalk,N
115,Mouse,F,Spooky purple,N,,Trap,Lure,Poetic,N
115,Pig,F,Citrine,N,,Drop,None,Wonky,N
112,Cat,F,Cream,N,,Trap,None,None,N
135,Cat,M,Steel blue,N,,Lure,Throw,Action,N
133,Rabbit,F,Tan,N,,Drop,Sound,Western,N
65,Cat,F,Slate blue,Y,Periwinkle,Trap,None,Shivering,N
103,Bear,M,Coral,N,,Trap,None,None,N
137,Cat,F,Coral,N,,Drop,Sound,Poetic,N
129,Cat,F,Orange,Y,Beige,Drop,None,Fancy,N
66,Bear,F,Purple,N,,Drop,None,None,N
103,Mouse,F,Emerald,N,,Trap,None,Silly,N
108,Mouse,F,Toonfest pink,N,,Trap,Throw,Toonfest,N
102,Dog,M,Light blue,N,,Toon-up,None,None,N
131,Cat,F,Mint green,Y,Ice blue,Trap,Throw,Poetic,N
103,Dog,M,Bright red,N,,Drop,None,None,N
130,Dog,M,Lime green,Y,Green,Drop,Trap,Fancy,N
116,Cat,F,Crimson,N,,Drop,Sound,Western,N
62,Crocodile,M,Amber,N,,Drop,None,None,N
82,Duck,M,Ice blue,N,,Trap,Lure,Action,N
109,Duck,F,Light blue,N,,Drop,Lure,Poetic,N
108,Cat,F,Peach,N,,Trap,Throw,Poetic,N
111,Monkey,M,ice blue,N,,Trap,None,None,N
117,Rabbit,F,Bright red,N,,Lure,Sound,Silly,N
84,Mouse,M,Orange,N,,Toon-up,None,Poetic,Y
137,Cat,M,Spooky purple,N,,Lure,Throw,Spooky,N
118,Cat,F,Light blue,Y,Cream,Drop,None,Wonky,N
105,Cat,M,Beige,Y,Rose pink,Toon-up,None,Boardwalk,N
107,Dog,M,Teal,N,,Trap,Lure,Poetic,Y
108,Cat,F,Black,N,,Drop,Throw,Poetic,N
105,Cat,M,Purple,N,,Trap,None,Poetic,N
89,Monkey,F,Brown,N,,Trap,Throw,Poetic,Y
69,Cat,F,Royal blue,N,,Drop,None,None,N
69,Cat,M,Coral,N,,Trap,None,None,N
106,Monkey,F,Sea green,N,,Drop,Squirt,Poetic,N
68,Mouse,F,Rose pink,N,,Toon-up,None,None,N
104,Duck,M,Ice blue,N,,Drop,None,Nautical,N
87,Deer,F,Periwinkle,N,,Drop,Sound,Spooky,N
91,Cat,F,Amber,N,,Lure,None,None,N
116,Mouse,F,Periwinkle,N,,Drop,Throw,Poetic,N
105,Duck,M,Blue,N,,Trap,Throw,Shivering,Y
101,Monkey,M,Green,N,,Trap,None,None,N
115,Mouse,F,Spooky purple,N,,Trap,Lure,Poetic,N
74,Duck,F,Yellow,N,,Drop,Lure,None,N
99,Mouse,F,Ice blue,N,,Trap,Lure,Shivering,N
116,Deer,F,Royal blue,N,,Lure,Drop,Poetic,N
74,Deer,F,Steel blue,N,,Drop,None,None,N
104,Deer,F,Tan,N,,Drop,Lure,Member,N
117,Duck,M,Sienna,N,,Drop,None,Member,N
81,Mouse,F,Peach,N,,Trap,None,Boardwalk,N
111,Cat,F,Mint green,N,,Trap,Lure,Member,N
88,Cat,M,Black,N,,Drop,None,Whimsical,N
115,Dog,M,Light blue,N,,Trap,Throw,Action,N
129,Cat,F,Black,N,,Toon-up,Throw,Spooky,N
110,Cat,M,Ice blue,N,,Trap,Throw,Toonfest,N
74,Monkey,F,Brown,N,,Trap,None,None,N
74,Cat,F,Apricot,N,,Trap,None,None,N
85,Mouse,M,Sea green,N,,Drop,Lure,None,N
114,Bear,M,Brown,N,,Trap,Throw,Poetic,N
120,Cat,F,Black,N,,Trap,Drop,Wonky,N
102,Cat,F,Coral,N,,Trap,None,Poetic,N
104,Cat,F,Light blue,N,,Trap,None,Poetic,N
112,Mouse,M,Blue,N,,Drop,Throw,Boardwalk,N
67,Bear,M,Coral,N,,Trap,None,None,N
111,Mouse,M,Yellow,N,,Trap,Throw,Whimsical,N
83,Dog,M,Sienna,N,,Trap,Lure,Spooky,N
117,Cat,M,Royal blue,N,,Drop,Throw,Toonfest,N
113,Cat,F,Teal,N,,Trap,Throw,None,N
136,Mouse,F,Periwinkle,Y,Slate blue,Lure,Sound,Fancy,N
137,Cat,M,Purple,Y,Slate blue,Toon-up,Sound,Poetic,N
108,Cat,M,Bright red,N,,Trap,None,Practical,N
102,Cat,F,Ice blue,Y,Steel blue,Trap,None,None,N
137,Cat,F,Amber,N,,Drop,Sound,Action,Y
128,Dog,F,Brown,N,,Trap,Throw,Wonky,Y
122,Pig,F,Steel blue,N,,Drop,Throw,None,N
103,Duck,F,Dark green,N,,Trap,None,None,N
130,Cat,F,Slate blue,N,,Trap,Throw,Silly ,N
113,Cat,F,Cream,N,,Drop,Throw,Whimsical,N
111,Cat,F,Purple,Y,Aqua,Trap,None,Poetic,N
86,Bear,F,Teal,Y,Lavender,Drop,None,Fancy,N
117,Duck,F,Crimson,N,,Drop,None,None,N
85,Mouse,F,Team,N,,Drop,Throw,Poetic,N
75,Rabbit,F,Coral,N,,Drop,None,None,N
66,Deer,F,Aqua,Y,Light blue,Drop,None,None,N
103,Dog,F,Toonfest blue,N,,Trap,Sound,None,N
82,Mouse,F,Red,N,,Sound,None,Wonky,N
104,Deer,F,Crimson,N,,Trap,None,Boardwalk,N
137,Cat,M,Black,N,,Sound,Throw,Fancy,N
105,Dog,M,Teal,Y,Steel blue,Drop,Throw,None,N
118,Cat,F,Black,N,,Lure,None,Poetic,N
129,Cat,M,Black,N,,Toon-up,None,Silly,N
134,Dog,F,Peach,N,,Trap,Sound,Poetic,N
92,Rabbit,F,Purple,N,,Trap,None,None,N
82,Bear,F,Peach,N,,Trap,None,Silly,N
106,Cat,F,Blue,N,,Trap,Sound,Whimsical,N
127,Mouse,M,Cream,N,,Trap,Throw,Western,N
110,Cat,F,Black,N,,Trap,Toon-up,None,N
135,Cat,F,Black,N,,Drop,Sound,Toonfest,N
132,Cat,M,Cream,Y,Rose pink,Drop,Sound,Practical,Y
90,Cat,F,Brown,N,,Trap,None,Poetic,N
136,Duck,F,Yellow,N,,Sound,Trap,Poetic,N
112,Cat,F,Royal blue,Y,Bright red,Drop,Throw,Shivering,N
112,Dog,M,Royal blue,N,,Trap,Throw,Spooky,N
76,Cat,M,Steel blue,Y,Dark green,Trap,None,Nautical,N
69,Crocodile,M,Dark green,N,,Trap,None,None,N
75,Duck,F,Cream,N,,Drop,Sound,None,N
108,Rabbit,M,Emerald,N,,Drop,Sound,Spooky,N
116,Cat,F,Mint green,Y,Lime green,Toon-up,Trap,Action,N
116,Cat,F,Aqua,Y,Royal blue,Trap,None,Boardwalk,N
109,Dog,M,Purple,N,,Trap,None,Spooky,N
106,Cat,F,Purple,N,,Trap,Lure,Poetic,N
109,Duck,F,Slate blue,N,,Lure,Throw,Poetic,N
120,Bear,M,Peach,N,,Drop,Sound,Poetic,N
103,Dog,M,Cream,Y,Amber,Lure,Sound,Action,N
110,Cat,M,Brown,N,,Trap,Trhrow,Shivering,N
127,Dog,M,Steel blue,N,,Trap,Throw,None,N
73,Dog,F,Blue,N,,Drop,Lure,None,N
62,Crocodile,M,Amber,N,,Drop,None,None,N
127,Crocodile,M,Green,N,,Toon-up,Throw,Toonfest,N
105,Rabbit,F,Rose pink,N,,Drop,None,Boardwalk,N
105,Deer,F,Brown,N,,Trap,None,None,N
114,Mouse,F,Steel blue,N,,Trap,Throw,Poetic,N
96,Bear,f,Tan,N,,Toon-up,None,Potic,N
130,Dog,F,Purple,N,,Trap,Toon-up,Poetic,N
105,Dog,F,Purple,N,,Trap,Toon-up,Poetic,N
105,Mouse,M,Bubblegum,Y,Crimson,Trap,Throw,Member,N
105,Mouse,F,Lavender,N,,Trap,Lure,Wonky,N
127,Cat,F,Spooky purple,N,,Drop,Throw,Poetic,N
100,Deer,M,Bright red,N,,Drop,Sound,None,N
109,Rabbit,M,Bright red,N,,Trap,Throw,Nautical,N
111,Dog,M,Crimson,Y,Steel blue,Trap,Throw,Poetic,N
66,Cat,M,Emerald,N,,Trap,Toon-up,Member,N
80,Cat,F,Amber,N,,Trap,Toon-up,None,N
102,Cat,F,Coral,N,,Trap,Lure,None,N
77,Bunny,M,Bright red,Y,Maroon,Lure,Drop,Shivering,N
110,Deer,M,Brown,N,,Trap,Lure,None,N
137,Cat,M,Black,N,,Trap,Sound,Western,N
63,Rabbit,F,Royal blue,N,,Trap,None,None,N
137,Dog,M,Sea green,N,,Drop,None,Action,N
121,Cat,F,Peach,N,,Drop,Throw,Whimsical,N
132,Cat,M,Royal blue,Y,Cream,Lure,Sound,Action,N
137,Horse,M,Lavender,Y,Rose pink,Trap,Sound,Fancy,N
106,Rabbit,F,Periwinkle,N,,Trap,Lure,None,N
70,Monkey,M,Green,N,,Toon-up,None,Poetic,N
80,Deer,F,Periwinkle,N,,Trap,None,None,N
67,Mouse,M,Purple,Y,Slate blue,Trap,None,Shivering,N
107,Cat,M,Beige,N,,Drop,Lure,Poetic,N
103,Dog,M,Aqua,N,,Drop,None,Nautical,Y
135,Cat,M,Ice blue,Y,Steel blue,Drop,Sound,Poetic,N
102,Deer,M,Green,Y,Sea green,Sound,Lure,None,N
108,Dog,M,Toonfest blue,N,,Trap,Lure,Silly,N
72,Dog,F,Bright red,N,,Trap,None,None,N
77,Dog,F,Bright red,N,,Drop,Throw,None,N
80,Cat,M,Royal blue,N,,Trap,None,None,N
95,Duck,F,Yellow,N,,Trap,None,Wonky,N
85,Mouse,M,Steel blue,N,,Trap,None,Spooky,N
65,Deer,F,Lavender,N,,Drop,None,Poetic,N
131,Cat,F,Coral,Y,Aqua,Drop,Sound,Poetic,Y
84,Rabbit,F,Beige,N,,Trap,None,None,N
83,Cat,M,Purple,N,,Toon-up,None,Poetic,N
101,Rabbit,F,Royal blue,Y,Aqua,Toon-up,Throw,Poetic,N
92,Duck,F,Citrine,N,,Drop,None,Poetic,N
104,Mouse,F,Light blue,N,,Drop,None,Poetic,N
113,Crocodile,F,Rose pink,N,,Trap,None,None,N
72,Cat,F,Rose pink,N,,Trap,None,Boardwalk,N
106,Cat,F,Black,N,,Trap,Throw,Spooky,N
109,Cat,F,Royal blue,N,,Trap,Throw,Nautical,N
103,Mouse,M,Coral,N,,Trap,Lure,Shivering,N
77,Deer,F,Pink,N,,Trap,Throw,None,Y
103,Cat,F,Toonfest pink,N,,Trap,None,Member,N
106,Cat,F,Lavender,N,,Drop,Lure,None,Y
106,Bear,M,Purple,N,,Trap,Throw,Spooky,N
103,Cat,F,Aqua,N,,Trap,None,Spooky,N
104,Cat,F,Black,N,,Drop,Throw,Poetic,N
96,Rabbit,F,Maroon,N,,Drop,Throw,None,N
73,Deer,F,Peach,N,,Trap,None,Shivering,N
122,Cat,M,Black,N,,Drop,Throw,Silly,N
66,Dog,F,Sienna,N,,Drop,None,None,N
97,Cat,M,Steel blue,N,,Trap,None,None,N
106,Rabbit,M,Bubblegum,N,,Drop,Throw,Poetic,N
107,Cat,M,Beige,Y,Bright red,Drop,None,Practical,N
78,Bear,M,Ice blue,N,,Trap,None,Toonfest,N
103,Rabbit,F,Ice blue,N,,Trap,Lure,Poetic,N
137,Dog,M,Blue,N,,Trap,Throw,Action,N
101,Dog,M,Tan,N,,Drop,None,Shivering,N
74,Cat,M,Blue,N,,Toon-up,None,Poetic,N
86,Cat,F,Spooky purple,N,,Drop,None,Wonky,N
95,Cat,F,Periwinkle,N,,Trap,Lure,Member,N
69,Cat,F,Light blue,N,,Lure,Throw,None,N
80,Bear,F,Brown,N,,Trap,None,Member,N
97,Pig,F,Blue,N,,Trap,None,Shivering,N
97,Deer,M,Teal,Y,Amber,Trap,None,None,N
94,Pig,M,Bubblegum,N,,Drop,None,None,N
123,Pig,F,Purple,N,,Trap,Throw,Wonky,Y
130,Duck,F,Steel blue,N,,Drop,Trap,None,N
113,Cat,F,Toonfest blue,N,,Drop,Trap,Spooky,N
112,Mouse,F,Brown,N,,Trap,Sound,Toonfest,N
105,Crocodile,M,Dark green,Y,Bright red,Trap,Throw,Member,N
107,Bear,M,Orange,Y,Purple,Trap,Sound,None,N
80,Deer,M,Brown,N,,Trap,None,None,N
103,Rabbit,M,Blue,N,,Lure,None,Member,N
95,Mouse,M,Light blue,N,,Drop,None,None,N
125,Dog,M,Toonfest blue,N,,Drop,Trap,Poetic,N
69,Rabbit,M,Steel blue,N,,Drop,None,Spooky,N
127,Dog,M,Toonfest blue,N,,Drop,Throw,Toonfest,N
76,Monkey,F,Brown,N,,Trap,None,None,N
105,Duck,F,Peach,N,,Drop,None,Silly,N
105,Deer,F,Crimson,N,,Drop,Sound,None,N
106,Deer,F,Crimson,N,,Drop,Sound,None,N
74,Bear,M,Steel blue,N,,Drop,None,None,N
72,Deer,M,Tan,N,,Toon-up,None,None,N
104,Cat,F,Peach,N,,Drop,None,Member,N
137,Dog,F,Sea green,Y,Lavender,Trap,Sound,Shivering,Y
83,Cat,M,Toonfest blue,N,,Trap,Lure,None,N
68,Duck,F,Yellow,N,,Trap,None,Poetic,N
104,Duck,M,Lime green,N,,Drop,Throw,Poetic,N
105,Bear,M,Yellow,N,,Trap,None,Boardwalk,N
76,Duck,F,Amber,N,,Trap,None,None,N
84,Cat,M,Green,N,,Trap,None,Poetic,N
103,Duck,M,Brown,N,,Trap,None,Shivering,N
104,Duck,M,teal,N,,Trap,None,None,N
111,Mouse,M,Spooky purple,N,,Trap,None,Poetic,N
105,Cat,M,Black,N,,Drop,Throw,Whimsical,N
80,Rabbit,M,Green,N,,Trap,None,None,N
99,Cat,F,Peach,N,,Drop,None,Shivering,N
94,Cat,F,Royal blue,N,,Trap,None,None,N
107,Cat,M,Bright red,N,,Lure,Throw,Whimsical,N
105,Cat,F,Ice blue,N,,Drop,Trap,Poetic,N
102,Dog,F,Amber,N,,Toon-up,None,None,N
125,Dog,M,Steel blue,N,,Trap,None,Silly,N
104,Rabbit,F,Light blue,N,,Trap,None,Poetic,N
80,Dog,M,Teal,N,,Trap,None,None,N
65,Cat,F,Crimson,Y,Royal blue,Trap,None,Member,N
72,Deer,F,Beige,N,,Lure,Toon-up,Shivering,N
108,Cat,F,Spooky purple,N,,Trap,None,Spooky,N
137,Cat,F,Lavender,Y,Peach,Trap,Sound,Fancy,N
107,Cat,F,Black,N,,Drop,Sound,Whimsical,N
124,Cat,F,Teal,Y,Periwinkle,Lure,None,Poetic,N
62,Cat,F,Beige,Y,Brown,Lure,None,Silly,Y
122,Dog,M,Coral,N,,Trap,Throw,Action,N
118,Dog,M,Blue,N,,Trap,Sound,Shivering,N
110,Horse,F,Sienna,N,,Drop,Lure,None,N
104,Dog,M,Bright red,N,,Trap,Throw,Silly,N
125,Duck,M,Yellow,Y,Purple,Trap,Sound,Toonfest,N
92,Cat,F,Lime green,Y,Purple,Drop,None,Silly,N
130,Cat,M,Spooky purple,N,,Toon-up,Sound,None,N
130,Cat,M,Sea green,N,,Trap,Sound,None,N
121,Cat,F,Coral,N,,Drop,Throw,Poetic,N
98,Cat,M,Bright red,N,,Toon-up,Drop,Shivering,N
136,Cat,M,Ice blue,N,,Drop,Throw,Whimsical,N
80,Crocodile,M,Dark green,N,,Trap,None,None,N
72,Crocodile,F,Rose pink,N,,Trap,Throw,None,N
103,Duck,F,Emerald,Y,Beige,Trap,None,Member,N
137,Cat,F,Aqua,Y,Royal blue,Lure,Sound,Fancy,N
102,Crocodule,M,Blue,N,,Sound,Throw,Nautical,N
75,Cat,M,Royal blue,N,,Trap,None,Spooky,N
137,Duck,M,Ice blue,Y,Aqua,Drop,Sound,Practical,N
122,Mouse,F,Brown,N,,Drop,Throw,Poetic,Y
199,Cat,F,Pink,N,,Drop,Throw,Toonfest,N
120,Deer,F,Lavender,N,,Lure,Throw,Wonky,N
133,Bear,F,White,N,,Trap,Throw,Action,N
101,Duck,F,Bright red,Y,Orange,Lure,Sound,Toonfest,N
103,Duck,F,Beige,N,,Trap,Toon-up,Shivering,N
76,Crocodile,F,Apricot,N,,Trap,None,None,N
111,Crocodile,F,Dark green,N,,Drop,None,Nautical,N
98,Crocodile,M,Ice blue,N,,Drop,Lure,None,N
129,Cat,F,Ice blue,Y,Cream,Sound,Squirt,Silly,N
135,Rabbit,F,Peach,N,,Trap,None,Fancy,N
132,Duck,F,Yellow,N,,Drop,Trap,Western,N
120,Deer,F,Royal blue,N,,Lure,Drop,Poetic,N
131,Mouse,M,Periwinkle,Y,Pink,Drop,Sound,Fancy,N
137,Cat,F,Pink,N,,Toon-up,Sound,Practical,Y
121,Rabbit,F,Pink,N,,Trap,Throw,Fancy,N
88,Deer,F,Beige,N,,Trap,None,None,N
106,Cat,F,Periwinkle,N,,Trap,None,Spooky,N
102,Duck,F,Cream,N,,Trap,Lure,Boardwalk,N
130,Dog,M,Periwinkle,N,,Toon-up,Trap,Poetic,N
137,Monkey,F,Lime green,N,,Trap,None,Zany,N
101,Cat,F,Peach,Y,Crimson,Drop,None,None,N
110,Pig,F,Rose pink,N,,Drop,Lure,None,N
75,Duck,F,Citrinw,N,,Trap,None,None,N
80,Rabbit,M,Bright red,Y,Maroon,Lure,Drop,Shivering,N
109,Dog,F,Peach,N,,Trap,None,Poetic,N
137,Cat,F,Teal,Y,Steel blue,Drop,Sound,Practical,N
99,Mouse,M,Dark green,N,,Drop,None,None,N
125,Dog,M,Spooky purple,N,,Trap,Throw,Practical,N
133,Bear,M,Brown,N,,Drop,Sound,Practical,N
63,Cat,M,Black,N,,Toon-up,None,Shivering,N
118,Monkey,F,Lavender,N,,Drop,Throw,Poetic,N
114,Cat,F,Black,N,,Trap,Throw,Spooky,N
111,Rabbit,F,Periwinkle,N,,Trap,Throw,Shivering,N
80,Deer,F,Aqua,N,,Trap,None,Wonky,N
125,Cat,M,Crimson,N,,Trap,Lure,Poetic,N
63,Mouse,F,Emerald,N,,Trap,None,None,N
123,Deer,M,Spooky purple,N,,Trap,None,Spooky,N
68,Crocodile,F,Steel blue,N,,Trap,None,None,N
102,Rabbit,F,Steel blue,N,,Trap,Lure,Poetic,Y
137,Cat,F,Slate blue,Y,Steel blue,Drop,Throw,Toonfest,Y
77,Rabbit,M,Crimson,N,,Toon-up,None,None,N
71,Cat,F,Aqua,Y,Crimson,Drop,None,Fancy,N
106,Cat,F,Brown,N,,Drop,Throw,Poetic,N
110,Dog,F,Yellow,N,,Trap,Throw,Poetic,N
112,Monkey,F,Royal blue,N,,Trap,Throw,Western,N
74,Bear,M,White,N,,Drop,None,Poetic,N
129,Cat,F,Brown,N,,Drop,Throw,Action,N
127,Cat,F,Lavender,Y,Rose pink,Drop,None,Western,N
134,Duck,M,Royal blue,Y,Purple,Drop,Sound,Practical,N
96,Cat,F,Spooky purple,N,,Trap,None,Wonky,N
94,Deer,F,Ice blue,N,,Trap,None,Poetic,N
121,Cat,M,Royal blue,Y,Slate blue,Toon-up,Throw,Practical,N
97,Mouse,M,Brown,N,,Trap,None,None,N
101,Dog,M,Mint green,Y,Teal,Trap,None,Action,N
137,Dog,M,Aqua,Y,Bubblegum,Toon-up,Squirt,Action,N
77,Duck,F,Yellow,N,,Trap,Lure,None,N
100,Deer,M,Sienna,N,,Trap,None,None,N
137,Dog,M,Mint green,N,,Drop,None,None,N
103,Dog,M,Periwinkle,N,,Drop,Trap,Toonfest,N
97,Bear,M,Lime green,N,,Drop,Lure,Member,N
113,Duck,M,Coral,N,,Trap,Throw,Zany,N
105,Mouse,M,Sea green,N,,Drop,None,Shivering,N
103,Mouse,F,Teal,N,,Trap,None,None,N
123,Dog,M,Aqua,N,,Drop,Throw,Shivering,N
74,Bear,F,Ice blue,N,,Drop,None,Shivering,N
137,Cat,M,Black,N,,Drop,Throw,Wonky,N
80,Duck,F,Citrine,Y,Lavender,Trap,Throw,Silly,N
118,Cat,F,Beige,Y,Mint green,Drop,None,Wonky,N
125,Mouse,F,Maroon,N,,Drop,Throw,Toonfest,N
107,Monkey,M,Steel blue,N,,Trap,None,Nautical,N
125,Cat,M,Spooky purple,N,,Drop,Trap,Spooky,N
104,Cat,F,Beige,N,,Trap,None,Poetic,N
116,Dog,F,Tan,Y,Coral,Drop,Throw,None,N
110,Pig,M,Crimson,Y,Cream,Trap,None,Wonky,N
115,Cat,F,Bright red,N,,Trap,Throw,Zany,N
110,Deer,F,Red,N,,Toon-up,Throw,Poetic,N
120,Mouse,M,Aqua,N,,Drop,None,Member,N
92,Cat,F,Lime green,Y,Purple,Drop,None,Silly,N
125,Cat,M,Brown,N,,Drop,Throw,Wonky,N
120,Duck,F,Pink,Y,Purple,Toon-up,Sound,Spooky,N
106,Dog,F,Ice blue,N,,Drop,None,Toonfest,N
136,Cat,F,Peach,N,,Trap,Throw,Wonky,N
137,Bear,M,Toonfest blue,N,,Drop,Trap,Toonfest,N
103,Mouse,F,Light blue,N,,Drop,None,Poetic,N
104,Dog,M,Bright red,N,,Drop,None,None,N
107,Duck,M,Green,Y,Orange,Lure,Drop,Poetic,N
102,Cat,F,Black,N,,Drop,Trap,Poetic,N
106,Horse,F,Brown,N,,Trap,Sound,None,N
106,Cat,F,Black,N,,Toon-up,Throw,Axtion,N
105,Bear,F,Maroon,N,,Drop,Lure,Poetic,N
122,Duck,M,Slate blue,N,,Trap,Throw,Toonfest,N
115,Pig,M,Amber,N,,Drop,Throw,None,N
120,Cat,F,Lavender,Y,Cream,Trap,Throw,Practical,N
137,Cat,F,Black,N,,Trap,Drop,Silly,N
85,Bear,F,Light blue,N,,Drop,None,Poetic,N
99,Mouse,M,Royal blue,N,,Trap,None,Boardwalk,N
137,Dog,M,Emerald,Y,Light blue,Drop,Sound,Wonky,N
111,Mouse,M,Yellow,N,,Trap,Throw,Whimsical,N
129,Dog,F,Periwinkle,Y,Cream,Drop,Throw,Poetic,N
137,Horse,M,Periwinkle,N,,Drop,Throw,Western,N
103,Cat,M,Coral,N,,Trap,Sound,None,N
110,Cat,M,Black,N,,Trap,Throw,Toonfest,N
104,Bear,F,Slate blue,N,,Drop,None,None,N
65,Deer,F,Beige,N,,Trap,None,None,N
127,Cat,F,Crimson,N,,Drop,Throw,Whimsical,N
103,Cat,F,Ice blue,N,,Trap,Drop,Poetic,N
105,Bear,F,Bright red,N,,Trap,None,Poetic,N
118,Cat,F,Ice blue,N,,Trap,Throw,Boardwalk,N
106,Crocodile,M,Apricot,N,,Drop,Throw,None,N
102,Cat,F,Brown,Y,Beige,Trap,Sound,Poetic,N
117,Rabbit,F,Crimson,N,,Sound,Drop,Boardwalk,N
136,Duck,F,Cream,Y,Orange,Trap,Throw,Toonfest,N
110,Dog,M,Aqua,N,,Trap,Throw,Boardwalk,N
92,Mouse,F,Pink,N,,Drop,None,Spooky,N
89,Mouse,F,Ice blue,N,,Drop,Throw,Member,N
102,Cat,F,Apricot,N,,Trap,Sound,Wonky,N
82,Deer,M,Mint green,Y,Peach,Toon-up,None,None,Y
130,Deer,F,Beige,Y,Rose pink,Trap,Sound,Shivering,Y
124,Cat,F,Purple,N,,Lure,Sound,Poetic,N
94,Rabbit,F,Red,N,,Lure,Throw,Poetic,N
137,Deer,M,Ice blue,N,,Drop,Sound,Silly,N
64,Crocodile,F,Maroon,N,,Trap,Throw,None,N
104,Duck,F,Ice blue,N,,Drop,None,Nautical,N
133,Mouse,M,Sea green,Y,Amber,Trap,Throw,Wonky,N
106,Duck,F,Emerald,Y,Beige,Trap,None,Member,N
90,Deer,F,Pink,N,,Trap,None,None,N
67,Cat,M,Orange,N,,Trap,None,None,N
134,Duck,F,Crimson,N,,Toon-up,Sound,Zany,N
70,Duck,M,Amber,N,,Trap,None,None,N
120,Dog,F,Red,N,,Drop,Sound,Member,Y
116,Mouse,F,Spooky purple,N,,Trap,Throw,Boardwalk,N
106,Dog,M,Royal blue,N,,Drop,Trap,None,N
103,Mouse,M,Light blue,N,,Trap,None,Shivering,N
137,Bear,M,Royal blue,Y,Lavender,Trap,Throw,Western,N
135,Rabbit,F,Coral,N,,Drop,None,Poetic,Y
75,Mouse,M,Periwinkle,N,,Drop,None,None,N
78,Deer,F,Aqua,N,,Trap,None,None,N
109,Cat,M,Orange,Y,Bright red,Trap,None,None,N
123,Cat,F,Amber,N,,Drop,Toon-up,Poetic,N
106,Dog,F,Tan,N,,Drop,None,Poetic,N
136,Horse,M,Yellow,N,Royal blue,Trap,Throw,Shivering,N
134,Rabbit,F,Periwinkle,N,,Trap,Sound,None,Y
109,Dog,F,Bright red,N,,Lure,Throw,None,N
